review_id,product_id,review_date,review_text,rating
3496,3635,2020-10-08 22:53:40,Battery drains fast.,1
3497,215,2022-05-09 06:36:37,Not as advertised.,4
3498,3073,2023-06-13 15:05:44,User-friendly interface.,1
3499,4055,2024-12-16 22:19:45,Value for money.,2
3500,4473,2020-04-25 05:11:23,User-friendly interface.,1
3501,2460,2021-07-27 20:10:49,Poor build quality.,5
3502,3707,2020-03-17 09:58:40,Would not recommend.,2
3503,3272,2022-02-13 10:57:01,Exceeded expectations.,4
3504,1207,2022-04-17 00:26:06,Exceeded expectations.,4
3505,410,2023-01-29 09:49:52,Would not recommend.,2
3506,3470,2021-03-21 16:04:09,Customer support was helpful.,1
3507,216,2024-07-03 01:38:25,Fantastic performance.,4
3508,4848,2022-05-29 22:45:25,Not as advertised.,2
3509,349,2021-11-26 17:44:08,Not as advertised.,2
3510,3652,2022-09-28 14:24:41,User-friendly interface.,2
3511,2879,2024-04-11 08:39:31,Not as advertised.,3
3512,3666,2020-08-01 22:02:15,Battery drains fast.,1
3513,4750,2024-02-15 10:42:11,Customer support was helpful.,2
3514,3070,2020-07-01 09:23:52,Great product!,2
3515,3995,2023-10-07 02:26:38,Not as advertised.,3
3516,3113,2020-06-17 20:41:24,Poor build quality.,5
3517,3,2023-01-17 06:13:38,Customer support was helpful.,3
3518,1118,2023-07-31 23:02:44,Exceeded expectations.,2
3519,1083,2022-11-04 20:33:00,Poor build quality.,1
3520,4503,2022-03-17 14:33:01,Fantastic performance.,3
3521,1518,2021-08-29 09:33:58,Customer support was helpful.,2
3522,4847,2024-09-27 17:24:15,Fantastic performance.,1
3523,1896,2023-03-24 19:03:29,User-friendly interface.,3
3524,3580,2024-06-10 04:43:30,Not as advertised.,4
3525,2634,2023-01-14 09:59:19,Exceeded expectations.,1
3526,4984,2024-09-13 20:38:26,Value for money.,2
3527,2380,2021-12-01 04:08:46,Fantastic performance.,1
3528,1013,2021-01-22 04:53:56,Exceeded expectations.,1
3529,4265,2023-11-20 06:32:22,User-friendly interface.,2
3530,2824,2022-10-19 01:47:53,Fantastic performance.,4
3531,849,2024-08-19 22:28:24,Not as advertised.,1
3532,1705,2020-04-01 06:00:54,Fantastic performance.,2
3533,4094,2020-08-15 04:57:25,Great product!,1
3534,206,2024-05-11 21:51:55,Poor build quality.,5
3535,1893,2024-01-21 02:10:52,Value for money.,4
3536,521,2021-02-04 14:34:08,Exceeded expectations.,5
3537,3577,2021-07-07 18:34:59,Exceeded expectations.,1
3538,2352,2021-01-18 08:08:16,Fantastic performance.,4
3539,2135,2020-12-27 10:16:01,User-friendly interface.,2
3540,4839,2020-10-04 17:41:50,Customer support was helpful.,5
3541,2476,2022-06-07 10:17:28,User-friendly interface.,4
3542,4546,2023-06-07 21:05:28,Would not recommend.,4
3543,786,2021-02-01 10:32:08,Fantastic performance.,1
3544,4098,2024-09-12 15:35:25,Battery drains fast.,5
3545,2791,2023-10-13 17:11:40,Not as advertised.,2
3546,2158,2022-06-14 02:04:01,Fantastic performance.,3
3547,679,2020-08-08 23:22:16,Would not recommend.,1
3548,3529,2023-06-01 09:08:49,Battery drains fast.,4
3549,3560,2024-07-04 00:05:36,Great product!,5
3550,371,2021-08-13 18:00:42,Exceeded expectations.,3
3551,2938,2021-07-27 17:39:25,Value for money.,4
3552,722,2022-09-25 10:06:46,User-friendly interface.,5
3553,4401,2020-08-18 09:58:51,User-friendly interface.,5
3554,924,2022-09-04 13:23:06,Value for money.,3
3555,836,2020-10-15 08:09:22,Customer support was helpful.,4
3556,2494,2021-01-29 01:13:59,Poor build quality.,3
3557,2980,2020-11-06 10:08:52,Exceeded expectations.,2
3558,2326,2022-11-08 01:03:12,Not as advertised.,1
3559,3925,2022-11-14 18:59:20,Fantastic performance.,1
3560,2425,2022-01-13 14:36:20,Battery drains fast.,2
3561,4522,2024-01-24 14:30:26,Not as advertised.,4
3562,3127,2022-06-02 12:48:07,Value for money.,3
3563,2377,2023-02-28 18:36:42,User-friendly interface.,1
3564,454,2024-05-04 14:15:57,Battery drains fast.,2
3565,3460,2020-06-19 17:52:02,Fantastic performance.,5
3566,4860,2023-07-13 09:40:10,Battery drains fast.,1
3567,3502,2024-01-27 16:43:07,Battery drains fast.,1
3568,3548,2023-08-27 14:27:18,Customer support was helpful.,2
3569,1149,2020-07-26 06:40:45,Battery drains fast.,3
3570,523,2020-09-16 14:08:50,Great product!,1
3571,4578,2021-02-04 00:27:05,Not as advertised.,3
3572,122,2022-07-11 03:26:32,Customer support was helpful.,2
3573,3619,2023-10-17 15:48:08,Fantastic performance.,5
3574,4677,2023-04-25 16:56:09,Would not recommend.,1
3575,3723,2022-02-08 14:32:18,Value for money.,3
3576,3084,2022-06-06 23:20:24,Value for money.,3
3577,2173,2021-07-29 20:44:01,Not as advertised.,4
3578,2707,2021-07-03 20:56:26,Customer support was helpful.,3
3579,4814,2021-01-21 11:39:19,Would not recommend.,3
3580,3308,2021-12-24 06:30:50,Great product!,2
3581,3643,2020-08-24 14:04:43,Customer support was helpful.,3
3582,2818,2023-06-10 16:31:49,Not as advertised.,4
3583,4502,2021-06-23 13:11:19,User-friendly interface.,5
3584,1485,2020-07-03 09:01:20,Fantastic performance.,4
3585,277,2024-01-17 16:39:58,Would not recommend.,5
3586,1249,2024-12-02 06:38:15,Exceeded expectations.,1
3587,1125,2021-12-31 15:05:34,Poor build quality.,5
3588,2902,2021-04-10 13:56:51,Poor build quality.,5
3589,1658,2020-12-13 00:54:51,Would not recommend.,4
3590,1754,2024-08-24 21:27:24,User-friendly interface.,2
3591,4603,2020-04-16 05:34:23,User-friendly interface.,2
3592,3659,2020-04-11 21:03:04,Great product!,5
3593,3403,2022-12-21 10:56:54,Fantastic performance.,4
3594,4333,2021-10-25 07:04:56,Fantastic performance.,2
3595,752,2021-10-05 00:02:54,Customer support was helpful.,2
3596,165,2020-06-15 21:22:01,Poor build quality.,4
3597,1693,2023-10-30 06:05:32,Customer support was helpful.,5
3598,1957,2020-11-30 12:33:08,Not as advertised.,1
3599,3861,2020-05-31 23:13:34,Battery drains fast.,4
3600,2776,2024-12-14 12:47:29,Would not recommend.,4
3601,3290,2023-12-04 08:16:06,Fantastic performance.,4
3602,1769,2021-05-18 13:27:09,Customer support was helpful.,5
3603,2424,2023-03-28 17:13:23,Would not recommend.,5
3604,4527,2024-12-13 02:56:42,User-friendly interface.,4
3605,3697,2021-05-31 14:58:12,Customer support was helpful.,2
3606,783,2020-11-06 02:51:00,Customer support was helpful.,1
3607,3779,2024-08-03 03:09:14,User-friendly interface.,3
3608,955,2023-02-26 03:35:44,Would not recommend.,4
3609,1993,2022-04-15 05:16:07,Would not recommend.,4
3610,1660,2020-06-07 13:30:36,User-friendly interface.,5
3611,141,2024-04-13 11:21:15,Customer support was helpful.,5
3612,720,2021-12-27 10:54:10,User-friendly interface.,3
3613,1651,2021-08-03 11:53:45,Value for money.,5
3614,3574,2023-09-15 15:13:27,Fantastic performance.,5
3615,3475,2024-06-23 03:38:06,Value for money.,2
3616,1016,2022-07-21 11:39:25,Not as advertised.,1
3617,4384,2024-11-27 08:55:14,User-friendly interface.,2
3618,343,2022-02-22 13:17:55,Customer support was helpful.,4
3619,3184,2022-02-09 16:22:36,Battery drains fast.,2
3620,2702,2022-10-06 06:13:03,Would not recommend.,3
3621,976,2020-01-12 20:23:51,Would not recommend.,2
3622,2584,2024-11-12 08:46:54,Battery drains fast.,5
3623,3121,2020-09-07 21:25:00,Poor build quality.,3
3624,1824,2024-03-06 00:43:39,Exceeded expectations.,3
3625,4427,2023-04-29 03:47:33,Fantastic performance.,4
3626,4461,2020-07-22 19:35:20,Value for money.,4
3627,11,2024-11-29 13:15:18,Battery drains fast.,5
3628,4605,2022-06-17 13:32:06,Value for money.,1
3629,2628,2022-04-15 06:16:51,Not as advertised.,3
3630,1469,2022-05-23 06:02:30,Customer support was helpful.,5
3631,1114,2022-03-22 07:55:00,Customer support was helpful.,4
3632,622,2021-12-20 10:40:26,Would not recommend.,4
3633,901,2020-08-24 09:09:13,Would not recommend.,1
3634,3748,2023-02-02 06:29:36,Poor build quality.,3
3635,4065,2021-11-01 17:41:53,Poor build quality.,3
3636,1472,2022-12-23 01:20:58,Value for money.,5
3637,3104,2024-04-11 15:37:37,Value for money.,1
3638,327,2023-04-01 12:58:22,Not as advertised.,2
3639,74,2021-01-05 05:20:24,Not as advertised.,5
3640,251,2021-01-22 03:18:26,Not as advertised.,3
3641,2498,2021-05-27 11:11:55,Customer support was helpful.,5
3642,2403,2023-01-20 12:15:11,Customer support was helpful.,5
3643,4629,2021-02-06 08:20:44,Value for money.,5
3644,296,2022-03-24 20:50:20,Great product!,5
3645,298,2022-04-09 20:19:46,User-friendly interface.,3
3646,302,2024-09-13 08:25:46,Poor build quality.,1
3647,4608,2021-08-20 19:18:06,Value for money.,1
3648,585,2023-07-20 20:58:46,Poor build quality.,4
3649,3625,2024-06-15 14:39:52,Would not recommend.,4
3650,1635,2023-01-29 16:53:06,Would not recommend.,2
3651,53,2024-03-23 23:10:51,Great product!,1
3652,2277,2021-05-02 13:52:34,Not as advertised.,5
3653,2688,2021-12-03 17:46:05,Customer support was helpful.,4
3654,2845,2023-11-11 09:53:14,Exceeded expectations.,5
3655,4887,2020-09-22 22:16:05,Would not recommend.,2
3656,4591,2024-01-20 06:08:26,Exceeded expectations.,1
3657,4949,2022-01-07 12:20:07,Value for money.,3
3658,2719,2022-01-26 21:00:04,Value for money.,2
3659,3936,2023-07-02 15:50:37,Value for money.,3
3660,663,2022-06-19 01:56:00,Would not recommend.,1
3661,8,2020-05-17 04:22:58,Not as advertised.,3
3662,3684,2020-05-02 03:48:44,Not as advertised.,1
3663,3088,2021-01-15 08:07:51,Value for money.,5
3664,4762,2021-09-12 09:13:12,Not as advertised.,2
3665,669,2023-03-23 14:06:23,Battery drains fast.,5
3666,3165,2023-01-11 10:29:25,Value for money.,1
3667,1286,2021-06-24 12:36:36,Customer support was helpful.,1
3668,3621,2020-03-22 18:08:22,Value for money.,5
3669,161,2022-01-17 14:56:45,Would not recommend.,5
3670,2399,2020-04-17 09:06:19,Great product!,5
3671,3246,2022-06-02 04:48:54,Customer support was helpful.,2
3672,18,2021-07-19 12:18:14,Would not recommend.,2
3673,2534,2023-10-05 14:30:48,User-friendly interface.,1
3674,4447,2021-06-24 12:22:49,Value for money.,4
3675,2576,2020-12-26 09:14:15,Poor build quality.,5
3676,4968,2024-01-18 03:13:08,Value for money.,3
3677,2318,2023-12-23 13:31:41,Value for money.,3
3678,2919,2020-02-03 18:14:04,Poor build quality.,3
3679,1054,2022-04-06 05:30:27,Not as advertised.,5
3680,316,2023-10-29 10:39:46,Battery drains fast.,4
3681,4833,2020-08-09 13:35:06,Fantastic performance.,4
3682,2212,2022-01-21 08:11:43,Customer support was helpful.,2
3683,320,2023-11-07 03:24:05,User-friendly interface.,4
3684,4528,2020-04-04 13:00:25,Battery drains fast.,3
3685,2716,2023-08-19 21:12:09,Fantastic performance.,3
3686,634,2021-06-14 01:29:45,Would not recommend.,5
3687,1706,2021-06-24 04:49:28,Value for money.,2
3688,4821,2021-12-25 00:27:38,Customer support was helpful.,1
3689,673,2021-07-29 12:50:26,Not as advertised.,2
3690,2280,2023-08-07 10:35:47,Battery drains fast.,1
3691,3548,2021-09-17 22:46:42,Poor build quality.,2
3692,471,2020-01-20 00:10:49,Would not recommend.,4
3693,3232,2023-08-16 14:41:09,Great product!,2
3694,2608,2023-04-30 09:51:26,Fantastic performance.,5
3695,3333,2023-10-26 16:45:35,Not as advertised.,1
3696,2621,2021-12-06 11:24:56,Great product!,4
3697,4698,2020-12-12 22:15:16,Exceeded expectations.,4
3698,1383,2020-07-12 10:19:55,Exceeded expectations.,2
3699,4376,2021-04-30 02:11:55,Would not recommend.,4
3700,1186,2022-12-25 23:49:15,Battery drains fast.,3
3701,1911,2022-05-11 03:05:17,Not as advertised.,3
3702,916,2021-08-22 23:17:23,Fantastic performance.,3
3703,1618,2024-04-27 06:14:51,Not as advertised.,2
3704,1684,2020-12-13 13:49:57,Poor build quality.,1
3705,2426,2024-03-14 09:00:38,Battery drains fast.,2
3706,426,2020-01-04 18:25:31,Exceeded expectations.,5
3707,1788,2020-06-23 11:36:44,Customer support was helpful.,4
3708,2585,2020-01-08 05:50:46,Not as advertised.,3
3709,4649,2024-04-10 06:30:59,Poor build quality.,2
3710,169,2022-03-18 03:13:13,Fantastic performance.,2
3711,515,2020-01-22 07:20:41,Exceeded expectations.,4
3712,3436,2021-11-29 07:46:43,User-friendly interface.,2
3713,4526,2021-07-10 13:45:57,Fantastic performance.,3
3714,2617,2023-12-08 20:15:41,User-friendly interface.,4
3715,2378,2023-10-18 14:11:50,Customer support was helpful.,1
3716,691,2020-02-23 05:45:45,Customer support was helpful.,3
3717,3205,2023-01-30 20:58:42,Exceeded expectations.,5
3718,2505,2023-01-21 11:22:34,Would not recommend.,5
3719,353,2024-11-23 20:03:02,Battery drains fast.,4
3720,1118,2023-06-19 05:40:45,Customer support was helpful.,3
3721,1406,2023-11-21 06:09:22,Would not recommend.,3
3722,3940,2021-12-14 10:47:42,Not as advertised.,3
3723,4175,2023-04-24 15:58:11,Poor build quality.,5
3724,678,2023-05-25 08:45:45,Would not recommend.,4
3725,551,2022-03-24 16:47:05,User-friendly interface.,5
3726,820,2023-04-18 19:42:14,Battery drains fast.,2
3727,214,2023-07-08 04:13:11,Value for money.,1
3728,1667,2020-06-06 00:44:56,Exceeded expectations.,5
3729,4765,2023-04-28 19:32:30,Would not recommend.,4
3730,894,2023-01-04 10:43:29,Fantastic performance.,5
3731,4255,2020-02-04 09:39:12,Poor build quality.,2
3732,4077,2024-01-13 17:44:34,Would not recommend.,2
3733,3906,2024-02-13 20:48:07,Poor build quality.,2
3734,2787,2021-06-13 03:50:06,Battery drains fast.,2
3735,2249,2020-10-07 14:46:31,Fantastic performance.,1
3736,22,2022-10-14 03:26:06,Poor build quality.,3
3737,3314,2020-04-22 07:38:34,Not as advertised.,2
3738,1262,2024-07-27 15:34:45,Fantastic performance.,1
3739,1173,2023-11-11 07:33:51,User-friendly interface.,5
3740,4881,2024-05-22 12:15:39,Value for money.,2
3741,2055,2024-08-15 13:18:49,Customer support was helpful.,5
3742,1893,2020-04-14 20:20:04,Customer support was helpful.,5
3743,2816,2022-10-14 05:36:40,Battery drains fast.,4
3744,4675,2024-12-21 20:32:14,User-friendly interface.,1
3745,4585,2021-06-14 12:14:54,Battery drains fast.,1
3746,1788,2020-12-22 18:00:28,Not as advertised.,2
3747,1991,2022-09-13 19:59:47,Not as advertised.,2
3748,4318,2021-11-06 09:22:51,Fantastic performance.,2
3749,2461,2023-12-03 22:51:16,Not as advertised.,1
3750,2632,2023-02-07 23:56:16,Customer support was helpful.,5
3751,2269,2022-10-25 01:51:17,Customer support was helpful.,5
3752,2177,2022-11-06 18:51:30,Fantastic performance.,2
3753,877,2024-02-12 22:11:10,User-friendly interface.,5
3754,3493,2020-03-11 19:40:41,User-friendly interface.,2
3755,4259,2024-01-01 03:02:09,User-friendly interface.,3
3756,955,2021-10-05 08:50:13,Customer support was helpful.,5
3757,4120,2024-05-09 15:43:12,Customer support was helpful.,1
3758,4289,2021-01-11 18:04:22,Would not recommend.,4
3759,878,2023-04-07 19:28:58,Great product!,1
3760,4486,2022-05-31 19:22:23,Battery drains fast.,1
3761,2545,2020-06-17 04:58:32,Would not recommend.,4
3762,2177,2024-09-05 14:34:48,Fantastic performance.,2
3763,2601,2022-09-12 01:06:30,Poor build quality.,5
3764,3108,2021-12-11 14:07:42,Value for money.,1
3765,3529,2022-09-13 12:37:55,Would not recommend.,5
3766,2409,2024-09-29 15:41:10,Value for money.,4
3767,4861,2021-11-08 20:57:29,Exceeded expectations.,4
3768,1974,2023-08-05 04:35:25,Not as advertised.,5
3769,3949,2024-05-18 20:17:10,Exceeded expectations.,5
3770,1239,2021-06-19 03:00:30,Battery drains fast.,4
3771,2335,2022-06-13 09:23:57,Not as advertised.,2
3772,768,2020-06-11 22:05:00,User-friendly interface.,5
3773,2417,2022-11-18 03:55:41,Value for money.,3
3774,4995,2024-06-20 13:19:43,Fantastic performance.,3
3775,3546,2020-11-06 00:47:43,Fantastic performance.,5
3776,2310,2020-02-27 16:17:36,Great product!,1
3777,4884,2021-10-14 17:45:50,Value for money.,4
3778,4207,2024-04-12 21:07:06,Customer support was helpful.,2
3779,4237,2020-02-16 13:21:28,Great product!,3
3780,745,2024-08-19 09:25:08,Battery drains fast.,3
3781,2583,2023-09-13 23:57:04,Customer support was helpful.,1
3782,4175,2022-09-19 09:38:50,Exceeded expectations.,5
3783,1518,2020-01-01 06:36:42,Not as advertised.,1
3784,2557,2021-10-05 08:54:09,Value for money.,2
3785,4162,2023-02-10 16:25:26,Fantastic performance.,5
3786,3984,2023-11-16 20:05:47,Battery drains fast.,3
3787,1395,2022-11-02 10:30:58,Battery drains fast.,3
3788,287,2020-04-12 20:36:18,Great product!,4
3789,3248,2021-12-05 23:06:50,Fantastic performance.,2
3790,4219,2024-09-13 07:24:03,Exceeded expectations.,3
3791,2603,2022-08-02 23:29:26,Poor build quality.,1
3792,4,2022-06-08 08:29:41,Battery drains fast.,3
3793,412,2022-11-06 04:52:45,Poor build quality.,1
3794,4346,2021-02-12 22:32:11,Would not recommend.,1
3795,3728,2023-08-03 14:50:51,Exceeded expectations.,5
3796,1918,2024-07-23 09:01:23,Would not recommend.,5
3797,1357,2021-04-11 12:30:26,Customer support was helpful.,3
3798,158,2022-07-20 15:04:22,Battery drains fast.,3
3799,1601,2022-12-10 11:21:39,User-friendly interface.,1
3800,2885,2021-10-23 15:24:19,Value for money.,5
3801,3490,2023-03-05 10:43:05,Value for money.,3
3802,2383,2023-07-03 05:36:01,Fantastic performance.,5
3803,153,2024-12-12 23:34:28,Value for money.,2
3804,1630,2021-07-23 10:54:27,Customer support was helpful.,1
3805,2797,2021-08-09 00:04:24,Exceeded expectations.,5
3806,2882,2024-12-13 03:49:49,Customer support was helpful.,3
3807,3803,2023-04-10 13:07:38,Not as advertised.,1
3808,2806,2024-12-21 05:31:56,User-friendly interface.,4
3809,4081,2021-12-12 01:26:09,Battery drains fast.,1
3810,3471,2023-08-30 04:43:07,User-friendly interface.,2
3811,1056,2021-02-23 07:14:25,Would not recommend.,1
3812,2580,2021-01-02 05:06:28,Poor build quality.,5
3813,4149,2022-08-12 23:58:56,Battery drains fast.,5
3814,2766,2024-07-06 07:13:48,Great product!,3
3815,1329,2021-11-10 07:44:35,Exceeded expectations.,3
3816,4045,2022-01-06 05:31:52,Poor build quality.,1
3817,2393,2024-09-30 20:07:13,Fantastic performance.,1
3818,3154,2021-07-27 13:42:07,Exceeded expectations.,1
3819,1,2021-11-18 20:55:29,Customer support was helpful.,5
3820,167,2022-01-26 07:34:12,Value for money.,5
3821,3255,2023-06-19 11:29:14,Fantastic performance.,4
3822,1886,2021-10-15 05:35:19,Value for money.,4
3823,4369,2023-01-20 09:12:13,Would not recommend.,4
3824,900,2020-04-12 14:44:47,Not as advertised.,3
3825,2249,2021-07-03 21:43:25,Customer support was helpful.,5
3826,3264,2024-08-04 11:14:37,Poor build quality.,1
3827,3413,2021-02-14 06:47:20,User-friendly interface.,1
3828,3578,2024-01-17 15:21:04,Would not recommend.,4
3829,2188,2023-12-26 21:09:15,Exceeded expectations.,3
3830,1220,2020-08-03 14:03:18,Exceeded expectations.,3
3831,3133,2020-11-30 20:39:28,Battery drains fast.,4
3832,360,2024-01-15 21:23:44,Exceeded expectations.,1
3833,2040,2020-12-07 06:58:49,Battery drains fast.,3
3834,3938,2022-04-03 12:04:28,Battery drains fast.,2
3835,3155,2024-08-29 17:29:38,Great product!,4
3836,334,2021-11-05 09:45:46,Not as advertised.,1
3837,731,2021-11-26 21:07:13,User-friendly interface.,2
3838,1498,2021-08-14 15:45:32,Poor build quality.,5
3839,1418,2022-03-06 02:32:08,Not as advertised.,1
3840,3764,2021-04-01 02:24:43,Not as advertised.,2
3841,1744,2021-05-09 22:46:23,Great product!,5
3842,4117,2023-11-06 11:35:37,Customer support was helpful.,3
3843,1974,2020-04-08 12:09:46,Customer support was helpful.,1
3844,879,2023-07-15 20:43:20,Fantastic performance.,1
3845,4273,2021-04-28 16:13:48,Great product!,3
3846,2885,2020-06-27 00:57:01,Exceeded expectations.,1
3847,3008,2022-05-02 05:47:01,Battery drains fast.,4
3848,2596,2022-08-08 06:31:16,Not as advertised.,2
3849,2298,2021-03-07 12:59:44,Exceeded expectations.,5
3850,661,2020-06-16 03:37:42,Customer support was helpful.,5
3851,3145,2021-03-24 07:46:08,Value for money.,2
3852,3163,2023-01-03 16:00:24,Exceeded expectations.,4
3853,4222,2022-08-20 05:32:51,Value for money.,1
3854,3986,2020-01-01 06:17:22,Not as advertised.,3
3855,1270,2022-12-01 18:30:27,Value for money.,3
3856,4707,2022-05-10 11:59:55,Exceeded expectations.,1
3857,1295,2021-03-08 01:21:07,Poor build quality.,5
3858,1010,2021-09-02 17:17:03,User-friendly interface.,2
3859,2092,2021-07-26 22:12:52,Value for money.,2
3860,1758,2020-08-07 18:00:01,Customer support was helpful.,5
3861,1965,2024-01-11 19:07:27,Great product!,2
3862,4644,2023-05-31 07:11:40,Exceeded expectations.,5
3863,1192,2024-05-08 20:14:54,Not as advertised.,4
3864,1054,2023-06-14 12:02:46,Poor build quality.,1
3865,2842,2021-03-16 23:02:31,Battery drains fast.,5
3866,2405,2021-08-07 02:34:03,User-friendly interface.,4
3867,3563,2020-04-12 10:29:50,Would not recommend.,5
3868,3705,2021-05-03 05:43:44,Battery drains fast.,4
3869,1823,2022-03-24 08:24:50,Poor build quality.,4
3870,1272,2020-06-17 05:19:37,Would not recommend.,4
3871,1720,2024-05-01 17:52:43,Great product!,1
3872,253,2022-08-20 07:59:54,Customer support was helpful.,5
3873,2769,2020-10-22 15:52:22,Value for money.,5
3874,1560,2020-06-22 19:18:32,Fantastic performance.,5
3875,737,2021-06-29 08:07:57,Great product!,4
3876,4996,2023-01-05 02:40:30,Would not recommend.,2
3877,1929,2020-05-08 06:56:53,Fantastic performance.,2
3878,2191,2022-09-13 04:20:26,Value for money.,5
3879,1003,2020-10-10 21:14:44,Battery drains fast.,2
3880,2986,2020-07-28 09:30:11,Battery drains fast.,2
3881,1923,2020-10-02 10:41:02,Exceeded expectations.,2
3882,3753,2024-07-07 00:12:12,Poor build quality.,4
3883,4138,2023-02-08 00:26:08,Poor build quality.,5
3884,3703,2021-09-30 20:36:29,Exceeded expectations.,5
3885,3193,2021-03-23 11:09:25,Not as advertised.,3
3886,3835,2021-03-19 19:33:42,Not as advertised.,3
3887,4439,2020-07-18 23:37:30,Exceeded expectations.,2
3888,4428,2020-02-07 04:25:26,Great product!,5
3889,3528,2021-03-30 05:34:02,Fantastic performance.,2
3890,341,2022-03-26 02:34:03,Value for money.,4
3891,2389,2020-04-30 04:11:33,Customer support was helpful.,5
3892,3488,2024-07-15 12:02:14,Customer support was helpful.,4
3893,1701,2021-09-09 01:27:26,Battery drains fast.,4
3894,1234,2024-10-04 22:17:16,User-friendly interface.,5
3895,2571,2022-04-21 06:34:16,Battery drains fast.,2
3896,2299,2024-05-30 22:55:24,Poor build quality.,3
3897,138,2022-09-21 09:32:08,Fantastic performance.,2
3898,2799,2021-12-11 11:33:26,Not as advertised.,3
3899,2931,2024-07-29 12:52:08,Exceeded expectations.,1
3900,3921,2021-05-23 04:51:22,Customer support was helpful.,3
3901,4183,2024-05-15 01:06:41,Exceeded expectations.,5
3902,1834,2024-08-14 03:47:38,User-friendly interface.,3
3903,2140,2022-12-13 22:25:53,Poor build quality.,1
3904,208,2022-11-16 05:37:01,Poor build quality.,3
3905,2234,2021-08-03 21:22:29,Value for money.,2
3906,1851,2024-08-15 19:23:29,Exceeded expectations.,3
3907,1688,2021-10-16 19:44:47,Not as advertised.,5
3908,2204,2021-06-18 06:30:14,Customer support was helpful.,5
3909,2209,2022-06-06 14:14:31,Customer support was helpful.,4
3910,851,2024-08-04 01:37:09,User-friendly interface.,2
3911,2204,2024-04-10 16:07:20,Value for money.,2
3912,3691,2020-08-26 22:33:37,Great product!,3
3913,3356,2023-02-25 17:08:31,Exceeded expectations.,3
3914,2610,2024-06-09 02:36:41,Battery drains fast.,5
3915,224,2024-02-02 02:54:44,Great product!,4
3916,3775,2023-09-16 20:23:04,Great product!,1
3917,1412,2021-02-06 00:30:38,Would not recommend.,3
3918,4393,2023-02-10 20:43:33,Fantastic performance.,2
3919,323,2024-08-04 15:00:58,Battery drains fast.,3
3920,1512,2022-05-24 02:47:47,Battery drains fast.,4
3921,2087,2021-07-24 00:25:50,Value for money.,2
3922,4601,2022-01-16 15:37:19,Not as advertised.,4
3923,2288,2022-03-14 01:58:29,User-friendly interface.,2
3924,687,2020-09-14 21:02:58,Exceeded expectations.,3
3925,2018,2020-08-10 19:53:09,User-friendly interface.,4
3926,1469,2023-12-31 02:43:05,Exceeded expectations.,5
3927,3924,2022-11-09 02:56:02,Exceeded expectations.,2
3928,4836,2024-11-02 14:06:44,User-friendly interface.,4
3929,997,2021-05-14 23:52:12,Would not recommend.,4
3930,2535,2023-09-05 15:05:15,Value for money.,1
3931,2813,2020-01-20 10:18:38,Exceeded expectations.,1
3932,623,2024-08-05 02:21:53,Great product!,3
3933,3825,2020-05-02 20:46:08,User-friendly interface.,5
3934,2784,2024-10-05 13:38:14,Customer support was helpful.,5
3935,4394,2020-09-09 20:17:36,Customer support was helpful.,4
3936,1076,2023-02-26 02:08:35,Fantastic performance.,4
3937,304,2020-08-23 11:32:33,Great product!,4
3938,664,2023-10-17 14:14:05,Not as advertised.,2
3939,2947,2023-02-23 15:29:31,Poor build quality.,3
3940,3995,2021-09-13 00:38:02,Value for money.,3
3941,1993,2021-09-28 14:36:43,Not as advertised.,1
3942,3496,2021-11-28 10:33:51,Poor build quality.,4
3943,2695,2021-09-09 08:03:58,Customer support was helpful.,4
3944,4305,2022-02-11 08:04:21,Great product!,2
3945,3199,2023-04-01 06:31:57,Not as advertised.,4
3946,519,2020-11-22 05:07:11,User-friendly interface.,4
3947,4434,2021-11-28 23:46:01,User-friendly interface.,3
3948,1870,2022-01-20 10:42:35,User-friendly interface.,4
3949,3811,2024-03-22 00:26:34,Value for money.,2
3950,913,2022-11-03 16:55:03,Great product!,2
3951,3935,2023-04-04 19:48:27,Great product!,5
3952,4903,2021-10-05 22:17:07,Value for money.,5
3953,3189,2022-08-29 02:34:37,Customer support was helpful.,1
3954,1316,2021-11-08 05:48:23,Battery drains fast.,2
3955,3229,2023-02-20 14:53:16,Not as advertised.,2
3956,572,2021-12-26 16:17:05,Battery drains fast.,3
3957,3256,2020-11-17 09:07:47,Fantastic performance.,5
3958,2472,2024-12-19 18:56:43,Battery drains fast.,1
3959,98,2022-10-10 14:05:12,Poor build quality.,3
3960,4034,2023-01-07 03:09:08,Battery drains fast.,3
3961,1640,2024-09-23 01:01:09,User-friendly interface.,5
3962,4843,2022-10-16 14:43:10,Customer support was helpful.,3
3963,4028,2023-04-24 10:38:22,Would not recommend.,5
3964,261,2022-05-10 04:10:22,Value for money.,2
3965,936,2020-12-29 00:01:12,Fantastic performance.,2
3966,1798,2020-12-21 21:30:14,User-friendly interface.,5
3967,332,2021-04-28 20:09:30,Battery drains fast.,4
3968,4211,2024-05-16 23:57:26,Battery drains fast.,4
3969,268,2024-06-25 05:35:36,Fantastic performance.,1
3970,2060,2024-07-17 13:01:37,Exceeded expectations.,4
3971,73,2022-04-28 23:04:54,Poor build quality.,1
3972,2922,2020-11-20 22:41:25,Exceeded expectations.,5
3973,2454,2021-06-08 06:33:27,Exceeded expectations.,5
3974,3889,2022-07-16 20:42:47,Poor build quality.,5
