product_id,campaign_budget,channels
978,338651,Outdoor
979,384164,Radio
980,297981,"Online, Outdoor"
981,222708,"Print, Social Media, Online"
982,130817,"Outdoor, Radio"
983,283749,"Online, Print, Outdoor"
984,77386,"Radio, Print"
985,76471,"Print, TV, Outdoor"
986,326026,Radio
987,266220,TV
988,277747,"Radio, TV, Outdoor"
989,193412,"Social Media, Radio"
990,405755,"TV, Radio, Online"
991,140533,Outdoor
992,313758,Online
993,437215,"Print, TV, Social Media"
994,425332,"Print, Social Media"
995,62883,Radio
996,175544,Radio
997,371630,Online
998,383335,Print
999,267235,TV
1000,141115,"TV, Print, Social Media"
1001,175550,Radio
1002,410431,"TV, Online"
1003,136472,TV
1004,474041,"Print, TV, Online"
1005,275391,"TV, Radio, Print"
1006,177539,"Outdoor, TV"
1007,225327,"Outdoor, Social Media"
1008,165431,Social Media
1009,222951,"Online, Social Media"
1010,108858,Outdoor
1011,420423,"TV, Online, Outdoor"
1012,483645,Online
1013,346613,Outdoor
1014,413861,Online
1015,152636,"Outdoor, Radio"
1016,78239,Outdoor
1017,332200,TV
1018,417911,"Print, Social Media"
1019,425454,Online
1020,289744,"Social Media, Outdoor, Radio"
1021,329945,"Print, Online, Social Media"
1022,215713,Social Media
1023,423801,Online
1024,363923,"Radio, Social Media"
1025,133642,"Print, Social Media, Radio"
1026,175747,"Online, Print, TV"
1027,118335,"Social Media, Outdoor"
1028,277576,"Online, Social Media"
1029,141007,Online
1030,121446,"Social Media, Online, Outdoor"
1031,122195,"Social Media, Radio, TV"
1032,169642,"Print, Radio, Online"
1033,414063,Print
1034,472231,"Social Media, Online"
1035,498136,Online
1036,68126,"Outdoor, Online"
1037,306008,"TV, Print, Radio"
1038,169900,Social Media
1039,495009,"Print, Radio, Online"
1040,492948,Social Media
1041,470348,"Radio, Online, TV"
1042,56401,"TV, Radio, Outdoor"
1043,119535,Print
1044,298603,"Outdoor, Online, Radio"
1045,134280,"Outdoor, Online, Social Media"
1046,434683,Online
1047,364882,"TV, Radio, Social Media"
1048,132837,"Print, Outdoor, Social Media"
1049,418285,"Print, Social Media, TV"
1050,274223,"Outdoor, TV"
1051,369370,Radio
1052,112923,Outdoor
1053,283034,Online
1054,399352,Outdoor
1055,205514,"Radio, TV"
1056,134071,"Radio, TV"
1057,337761,Radio
1058,339832,TV
1059,141956,Online
1060,81208,"Social Media, Print"
1061,124903,"TV, Print, Radio"
1062,173987,"Social Media, Print, Online"
1063,66325,"Print, Social Media"
1064,465229,"Social Media, Print, Radio"
1065,153726,"TV, Outdoor, Social Media"
1066,382514,"Outdoor, Radio"
1067,236596,"Social Media, Online"
1068,275893,"Social Media, Online"
1069,291624,"Print, TV"
1070,397758,"Outdoor, Print"
1071,404561,"Outdoor, TV, Online"
1072,113573,"Print, TV, Social Media"
1073,186505,"Social Media, Print"
1074,307867,"Outdoor, Print, Online"
1075,198683,"TV, Radio"
1076,109760,"TV, Radio"
1077,233795,Radio
1078,148291,"TV, Online, Social Media"
1079,114563,"Radio, Outdoor"
1080,186813,"Social Media, Outdoor"
1081,184860,"Online, TV"
1082,93739,TV
1083,312853,Radio
1084,191455,"TV, Radio, Online"
1085,127979,"Print, Radio"
1086,418369,Print
1087,51159,"Social Media, TV, Radio"
1088,254431,"TV, Outdoor"
1089,245726,Outdoor
1090,352017,"Outdoor, Social Media"
1091,225230,Radio
1092,280722,"Radio, Online"
1093,458803,"Online, Outdoor"
1094,125727,"Outdoor, Print, Online"
1095,97478,Print
1096,386041,"Social Media, Radio"
1097,384306,Social Media
1098,463840,"Social Media, Online, Print"
1099,492421,"TV, Print, Outdoor"
1100,222974,Radio
1101,219842,"Outdoor, Print"
1102,457096,"Radio, Outdoor"
1103,437320,Outdoor
1104,218948,"Print, TV, Radio"
1105,84333,"Radio, Social Media, Outdoor"
1106,311551,Print
1107,170915,"Social Media, Outdoor, Online"
1108,458868,"Radio, TV"
1109,412753,"Social Media, Outdoor"
1110,455438,"Online, Outdoor"
1111,86411,"Social Media, Print, Radio"
1112,439076,"Radio, Social Media, Online"
1113,316889,Online
1114,146942,"Print, Social Media"
1115,185568,Outdoor
1116,255486,"Outdoor, Social Media, Print"
1117,332440,Online
1118,154727,"Outdoor, Online"
1119,143169,TV
1120,451472,Print
1121,430350,"Print, Social Media, Radio"
1122,395050,"Print, Online, Social Media"
1123,392401,"Radio, Print"
1124,394688,Radio
1125,465845,"Outdoor, Social Media"
1126,429674,"Outdoor, Social Media, Print"
1127,224858,"Outdoor, Print, TV"
1128,262086,"Social Media, Outdoor"
1129,322053,Outdoor
1130,264020,"Social Media, Online, Print"
1131,183622,Online
1132,437518,"Print, TV"
1133,411552,Outdoor
1134,225437,Social Media
1135,101600,"Outdoor, Social Media"
1136,52191,"TV, Print"
1137,91601,Print
1138,119634,Print
1139,346006,"Outdoor, Radio, Social Media"
1140,148825,Online
1141,335671,"TV, Radio"
1142,197745,"Outdoor, Print, Social Media"
1143,452774,"Radio, Print"
1144,261084,Outdoor
1145,352783,Social Media
1146,257426,"Radio, Social Media"
1147,460642,"TV, Radio, Online"
1148,359335,"Outdoor, Print"
1149,338971,Radio
1150,316535,"Outdoor, TV, Online"
1151,494875,"Outdoor, Social Media"
1152,358141,"Outdoor, Online, TV"
1153,389363,Outdoor
1154,86770,Online
1155,416400,TV
1156,318523,"TV, Outdoor"
1157,201498,"Outdoor, Print"
1158,311761,Online
1159,331498,"Online, TV, Radio"
1160,167085,"Radio, Print, TV"
1161,246679,Online
1162,374606,"Online, Social Media, Outdoor"
1163,151632,"Print, Online, Social Media"
1164,426256,"Print, Online"
1165,84887,"Social Media, TV, Outdoor"
1166,311548,"TV, Radio"
1167,220859,Social Media
1168,73991,"TV, Online, Radio"
1169,398519,"Radio, Social Media"
1170,295944,"TV, Radio"
1171,371897,Social Media
1172,221055,TV
1173,436829,"Radio, Online"
1174,87668,"Social Media, Outdoor, Online"
1175,155009,"TV, Outdoor"
1176,407571,"Print, Outdoor"
1177,479606,"Social Media, Outdoor, TV"
1178,430901,"TV, Social Media"
1179,153887,"Radio, Online"
1180,206842,"Online, Outdoor, Radio"
1181,394473,"Print, Online"
1182,475822,"TV, Social Media, Online"
1183,180161,"Print, TV, Social Media"
1184,223854,"Print, Social Media, Online"
1185,60293,"Online, Print"
1186,276981,"Outdoor, TV, Online"
1187,89673,Social Media
1188,88517,"TV, Radio"
1189,392592,Print
1190,204764,TV
1191,471038,"TV, Online"
1192,372238,"Social Media, Radio, TV"
1193,182643,Online
1194,356847,"Social Media, Online, Radio"
1195,439520,"Radio, Online, Print"
1196,246217,Online
1197,302797,"TV, Print, Social Media"
1198,147870,Outdoor
1199,230994,TV
1200,310572,"Outdoor, Social Media, Print"
1201,326965,"Radio, Online"
1202,374015,"Outdoor, Online"
1203,480809,"Radio, Outdoor, Social Media"
1204,427342,Print
1205,433214,"Print, Online, TV"
1206,300880,"Social Media, Outdoor"
1207,114878,"Online, TV"
1208,335971,"Social Media, Radio, Print"
1209,232816,"Online, Social Media"
1210,64328,TV
1211,137684,Online
1212,391583,Outdoor
1213,333952,"Outdoor, Print"
1214,490294,"Radio, Print"
1215,465551,Social Media
1216,317417,Radio
1217,119724,"Outdoor, Online"
1218,201356,"Online, TV, Print"
1219,154855,TV
1220,261732,Radio
1221,410258,"Print, TV, Radio"
1222,419832,"Radio, Online, TV"
1223,130130,Online
1224,297089,Social Media
1225,354530,Online
1226,228484,"TV, Radio, Social Media"
1227,457446,TV
1228,211559,"Social Media, Print, Outdoor"
1229,270561,TV
1230,314076,"Online, Radio"
1231,242309,"Social Media, Print"
1232,483636,"Radio, Online, Outdoor"
1233,392209,"Print, Outdoor"
1234,423088,Radio
1235,388684,"Print, Radio"
1236,314648,Social Media
1237,62674,Online
1238,394135,TV
1239,325712,"TV, Print"
1240,86330,"Online, Outdoor, TV"
1241,103362,"TV, Print, Outdoor"
1242,266537,"TV, Online"
1243,433777,"TV, Outdoor"
1244,299187,"Radio, TV"
1245,463827,"Outdoor, Print"
1246,417044,Social Media
1247,333853,"Radio, TV, Outdoor"
1248,191013,"Social Media, Outdoor"
1249,433730,"Radio, Social Media"
1250,346637,Outdoor
1251,298744,Print
1252,275281,"Radio, TV"
1253,145765,Print
1254,57082,Print
1255,372428,"TV, Online, Social Media"
1256,463825,"Radio, Outdoor"
1257,132648,Online
1258,470626,"Outdoor, Social Media"
1259,82360,"TV, Online"
1260,298609,TV
1261,102002,Social Media
1262,450097,Social Media
1263,96458,"Online, Outdoor, Radio"
1264,162975,Online
1265,412670,"Print, Radio, Outdoor"
1266,359819,Print
1267,224658,"Social Media, Online, Print"
1268,426546,"Outdoor, Print, Social Media"
1269,336065,"Print, Online, Social Media"
1270,166900,"Social Media, TV, Radio"
1271,383121,"Radio, Online"
1272,199877,"Radio, Social Media, TV"
1273,417082,Radio
1274,401716,"Radio, Online, Print"
1275,188833,"Social Media, Outdoor"
1276,96643,Print
1277,419355,TV
1278,214002,"Radio, Outdoor"
1279,196395,"Radio, Outdoor, Online"
1280,58187,"Print, Radio, Social Media"
1281,376643,"Radio, Online"
1282,173331,TV
1283,246143,"Radio, Print, Social Media"
1284,454908,Print
1285,106388,"TV, Online"
1286,67118,Radio
1287,302229,Outdoor
1288,364934,Online
1289,287677,Radio
1290,202810,"Social Media, TV, Print"
1291,212644,Print
1292,117342,"Outdoor, Print, Online"
1293,190272,Radio
1294,391499,"Outdoor, Print"
1295,274613,"Outdoor, Social Media, Online"
1296,450841,Online
1297,125601,Online
1298,249090,"Radio, Outdoor, Online"
1299,365724,"Radio, Online"
1300,172529,"Radio, Print, Online"
1301,170081,"Online, Print"
1302,97521,Print
1303,451819,"Online, TV, Outdoor"
1304,127638,"Social Media, Online, TV"
1305,486557,"Print, Online"
1306,251977,"Social Media, Online, Outdoor"
1307,491803,"TV, Social Media"
1308,68159,TV
1309,305192,"Print, Radio"
1310,360878,"Outdoor, Print, TV"
1311,282357,"TV, Outdoor, Radio"
1312,306546,"TV, Print"
1313,292280,Print
1314,117256,"Outdoor, Radio, Social Media"
1315,289358,Print
1316,293778,"Print, Radio, Social Media"
1317,210012,Social Media
1318,323368,Social Media
1319,235357,"Outdoor, Radio"
1320,389820,"Social Media, TV"
1321,67195,Radio
1322,54478,"Outdoor, Radio"
1323,285764,"Print, Social Media"
1324,495150,TV
1325,250458,Print
1326,55346,"Print, Radio"
1327,192698,"Radio, Social Media"
1328,260263,"Outdoor, Online"
1329,455508,Social Media
1330,104577,Online
1331,465976,"Radio, Online"
1332,473069,"Radio, Print, TV"
1333,338431,"Radio, Outdoor, Print"
1334,151332,"Radio, Social Media, Online"
1335,291519,"Radio, Outdoor"
1336,417493,Radio
1337,211121,Social Media
1338,457390,"Online, Radio"
1339,89115,"Outdoor, Online, Social Media"
1340,188233,"TV, Online"
1341,496939,Outdoor
1342,312743,Outdoor
1343,315654,"Online, Social Media"
1344,157942,"Outdoor, Online"
1345,435901,"Social Media, Online"
1346,243087,Radio
1347,407092,Social Media
1348,414808,Online
1349,128686,"TV, Outdoor, Radio"
1350,275805,Social Media
1351,222796,"TV, Outdoor"
1352,119681,Online
1353,105528,"Radio, Outdoor, Social Media"
1354,70610,"TV, Radio, Print"
1355,365884,"Radio, Social Media"
1356,401968,"Outdoor, Radio, Print"
1357,262125,"TV, Outdoor"
1358,303764,"Radio, Print"
1359,167898,"Social Media, Online"
1360,371660,"Print, Outdoor, Radio"
1361,312780,"Print, Radio"
1362,447042,Online
1363,385766,Outdoor
1364,58521,"Social Media, Online"
1365,414432,Print
1366,62208,"Social Media, Online, Outdoor"
1367,416231,"TV, Radio, Online"
1368,494270,"Print, Online"
1369,266395,Online
1370,152104,Radio
1371,54307,"Radio, Print"
1372,117632,"Online, Outdoor"
1373,276702,"Print, Social Media"
1374,412964,"Outdoor, Radio"
1375,442165,"Social Media, Online, Outdoor"
1376,357602,Social Media
1377,89069,"Online, Radio, Social Media"
1378,496105,"Print, TV, Outdoor"
1379,386197,"Online, Radio"
1380,241906,TV
1381,416154,"Online, Print"
1382,314858,"Print, Online"
1383,321252,Online
1384,487086,"Online, Outdoor, TV"
1385,410508,"Outdoor, Print, Social Media"
1386,167968,"Outdoor, Online"
1387,128821,Online
1388,127539,"Online, TV, Outdoor"
1389,254527,"Print, Radio, TV"
1390,224854,TV
1391,253743,"Online, Social Media, Radio"
1392,78214,Online
1393,140935,"TV, Print"
1394,408875,"TV, Print"
1395,390921,"Social Media, Outdoor, TV"
1396,226990,"Online, Outdoor"
1397,225709,"TV, Print, Online"
1398,447720,"TV, Outdoor"
1399,131844,"TV, Outdoor"
1400,210747,Radio
1401,393564,"TV, Radio"
1402,308564,Radio
1403,77119,"Social Media, Radio, TV"
1404,55321,"Online, TV, Radio"
1405,58610,"Print, Social Media, Radio"
1406,345192,"TV, Radio, Outdoor"
1407,330120,"Outdoor, Print"
1408,70030,"TV, Print"
1409,109383,Radio
1410,375151,Online
1411,189315,"Radio, Print"
1412,496258,"TV, Outdoor, Social Media"
1413,190618,"Online, TV"
1414,201059,Online
1415,238762,Social Media
1416,422445,"TV, Outdoor, Radio"
1417,300781,"Print, Outdoor"
1418,435761,Print
1419,242243,"TV, Print, Online"
1420,323726,"Social Media, Outdoor, TV"
1421,52079,"Online, Outdoor, Social Media"
1422,308997,Social Media
1423,86235,Online
1424,136856,"Social Media, Radio"
1425,498892,Online
1426,336731,"Online, Outdoor, Print"
1427,441165,"Outdoor, Print, Online"
1428,75796,"Print, Online, Outdoor"
1429,223053,Print
1430,438098,TV
1431,234853,"Radio, TV"
1432,164134,Radio
1433,266444,Social Media
1434,261923,Online
1435,495809,"Outdoor, Online"
1436,209527,Print
1437,480806,"Radio, Outdoor, Online"
1438,460415,Print
1439,252280,"Social Media, TV, Outdoor"
1440,475242,Outdoor
1441,377995,"Outdoor, Online"
1442,448255,"Online, Outdoor, Print"
1443,451297,"Outdoor, Social Media"
1444,88457,"Print, Social Media, Outdoor"
1445,453571,"Social Media, Print, TV"
1446,270311,Print
1447,336666,"Radio, Social Media"
1448,185233,"Print, Online, Radio"
1449,340484,"Radio, Online"
1450,62185,Outdoor
1451,217031,"Outdoor, Online"
1452,332865,"Radio, TV, Social Media"
1453,138593,"Outdoor, Radio, TV"
1454,352680,"Online, Social Media, Radio"
1455,422997,"Outdoor, Radio, TV"
1456,66802,"Online, Print, Social Media"
1457,321777,"Outdoor, Radio, Online"
1458,311282,"Print, Outdoor, TV"
1459,401938,"Online, Social Media"
1460,363879,"Radio, TV"
1461,254579,"Outdoor, TV"
1462,209535,Outdoor
1463,493542,"Radio, Print, Outdoor"
1464,275800,Outdoor
1465,233568,"Print, TV"
1466,496851,Outdoor
1467,131226,"Radio, Outdoor, Social Media"
1468,133760,"Radio, Social Media"
1469,489413,Outdoor
1470,345961,"TV, Radio"
1471,283883,"Social Media, Online, Radio"
1472,80499,"Social Media, TV, Radio"
1473,210137,"Radio, Social Media, Online"
1474,245001,"Online, Outdoor, TV"
1475,280132,"Online, Outdoor, Social Media"
1476,246455,"TV, Outdoor, Online"
1477,247149,"Online, Social Media, Print"
1478,497676,"Outdoor, Print"
1479,488296,"Print, Online, TV"
1480,88789,"Social Media, Online, TV"
1481,125880,Outdoor
1482,473724,"TV, Online"
1483,193549,"TV, Radio"
1484,325193,"TV, Online"
1485,409039,"Print, Online, Outdoor"
1486,261893,"Radio, Outdoor, TV"
1487,57478,"Radio, Print"
1488,422634,"Outdoor, Online"
1489,390308,"Radio, Social Media, Print"
1490,68644,TV
1491,453817,"Print, Online"
1492,435656,Print
1493,173771,"Print, Social Media, Online"
1494,86063,"Social Media, TV"
1495,231428,"Online, Social Media, TV"
1496,443706,"Radio, Social Media"
1497,267086,"TV, Social Media, Print"
1498,176709,Radio
1499,154295,"Radio, Social Media, Print"
1500,209766,TV
1501,497277,TV
1502,445291,Social Media
1503,296169,Print
1504,413786,"Radio, Social Media"
1505,192322,"TV, Social Media"
1506,326845,"TV, Online"
1507,442738,"Print, Social Media, Radio"
1508,215459,Radio
1509,410178,"Radio, Outdoor, Online"
1510,326445,"Radio, Social Media, Online"
1511,326911,"Radio, Online, Outdoor"
1512,68493,"Social Media, Online"
1513,454667,"Social Media, Radio, Print"
1514,399265,"Print, Online, Social Media"
1515,66412,"Online, Outdoor, Radio"
1516,324836,"Online, Social Media, Outdoor"
1517,385656,TV
1518,407805,Radio
1519,89847,"TV, Outdoor, Social Media"
1520,337973,"TV, Social Media"
1521,154839,"TV, Social Media, Online"
1522,253147,"Online, Social Media, Print"
1523,286905,"Outdoor, TV, Social Media"
1524,62305,Online
1525,184793,"Outdoor, Social Media"
1526,408849,"Social Media, Print"
1527,429057,Outdoor
1528,198505,"Radio, Print"
1529,248809,"TV, Radio"
1530,424038,"Outdoor, Social Media, Radio"
1531,140355,"Outdoor, Social Media"
1532,378939,Social Media
1533,233295,"TV, Print"
1534,494197,"Social Media, Outdoor, Print"
1535,320802,"Radio, Print, Social Media"
1536,116633,Social Media
1537,127339,Print
1538,62288,"Online, Print"
1539,371672,TV
1540,249500,"Print, TV"
1541,54936,"TV, Outdoor, Online"
1542,95639,Social Media
1543,180239,"Outdoor, Social Media, Radio"
1544,240853,"TV, Social Media"
1545,472301,Online
1546,293582,Radio
1547,452406,"TV, Print"
1548,162739,"TV, Social Media, Print"
1549,199505,"Social Media, Outdoor, Online"
1550,446360,"Social Media, Print, Online"
1551,271113,"Radio, Print"
1552,315573,"TV, Radio"
1553,308380,"Print, Outdoor, TV"
1554,340419,Outdoor
1555,315029,Social Media
1556,362465,"Social Media, Print"
1557,116275,"TV, Radio"
1558,369783,"Outdoor, Radio, TV"
1559,117769,Social Media
1560,203188,Radio
1561,424106,"Outdoor, TV"
1562,323503,Outdoor
1563,485224,"TV, Online, Radio"
1564,163534,"Online, Outdoor, Radio"
1565,464334,"Radio, TV, Outdoor"
1566,338866,"Online, TV"
1567,216158,"Print, Online, TV"
1568,404055,TV
1569,479691,"Radio, Social Media, Print"
1570,400802,Online
1571,52913,"Online, Radio"
1572,54621,"Outdoor, Radio"
1573,106776,"Outdoor, Radio"
1574,432826,"Outdoor, Social Media"
1575,387611,"Outdoor, Social Media, Print"
1576,337898,Radio
1577,362528,"Radio, Online, Outdoor"
1578,328913,"Social Media, Online"
1579,206548,Online
1580,374202,Radio
1581,470794,TV
1582,387352,"Social Media, Outdoor, Print"
1583,440284,Print
1584,156721,"Social Media, TV"
1585,207178,"Online, Social Media"
1586,278482,"Radio, Outdoor, Online"
1587,262172,"Print, Outdoor, Social Media"
1588,259694,"Social Media, Print, Radio"
1589,338249,TV
1590,434926,"Radio, TV, Print"
1591,449223,"Online, Radio, Print"
1592,117726,"TV, Print, Online"
1593,90568,TV
1594,190047,"TV, Social Media"
1595,381752,"Print, Online, TV"
1596,407054,Print
1597,222475,Radio
1598,189702,"TV, Online"
1599,108723,"Print, TV"
1600,157205,"TV, Online"
1601,95349,"Online, Radio"
1602,186734,"Radio, Outdoor, Print"
1603,354255,"Radio, Social Media, Online"
1604,108029,Social Media
1605,194586,TV
1606,287888,"Online, Print"
1607,197198,Radio
1608,247808,"Print, Social Media, Outdoor"
1609,273591,Online
1610,398754,Print
1611,429393,"Print, Online, Social Media"
1612,136575,"Radio, Social Media"
1613,216200,"Radio, TV"
1614,308822,Radio
1615,274721,"Outdoor, Online"
1616,86188,TV
1617,205234,"Radio, Print"
1618,152385,Online
1619,237770,TV
1620,202092,Print
1621,362922,"Social Media, Radio, TV"
1622,230650,Radio
1623,158687,"Radio, Social Media"
1624,328843,TV
1625,377101,"Social Media, Outdoor, Online"
1626,98721,"Radio, Print, Online"
1627,163056,Radio
1628,143963,Radio
1629,140489,"Social Media, Online, Radio"
1630,455893,"Social Media, TV"
1631,106712,"Outdoor, Radio, Social Media"
1632,442010,"Print, Social Media"
1633,227257,"Online, Print"
1634,338361,TV
1635,248427,"Social Media, TV"
1636,319436,"Outdoor, TV"
1637,298245,"Online, Print, Social Media"
1638,244827,Print
1639,173761,Online
1640,468892,Print
1641,462185,"Radio, TV"
1642,82002,"Online, TV"
1643,150585,TV
1644,308330,Social Media
1645,491202,"Print, Social Media"
1646,377347,"Social Media, Online, Print"
1647,418251,"Social Media, Print"
1648,191400,"Social Media, Outdoor, Print"
1649,148511,TV
1650,151683,"Outdoor, Social Media, Radio"
1651,267477,"Online, Radio"
1652,436316,Social Media
1653,147366,"Print, Outdoor, Social Media"
1654,306643,Radio
1655,413958,"Print, Online, TV"
1656,275160,"Online, Radio, TV"
1657,237606,"Print, Radio, Social Media"
1658,205939,Outdoor
1659,320202,"Social Media, Radio"
1660,417961,Online
1661,498259,"Print, Social Media, Radio"
1662,441212,"Social Media, Print"
1663,253738,"Social Media, Print, Radio"
1664,85659,"Print, Outdoor, Radio"
1665,104242,"Social Media, Outdoor"
1666,63196,"Radio, TV"
1667,213198,"Radio, Online"
1668,266698,Outdoor
1669,419274,Outdoor
1670,88580,"Print, Online"
1671,152654,Social Media
1672,279793,"Online, Radio, TV"
1673,432399,"Online, TV, Print"
1674,89438,"Radio, Print"
1675,159546,"Print, Online, TV"
1676,294757,"Social Media, Outdoor"
1677,195964,"Print, TV, Outdoor"
1678,496579,"Print, TV"
1679,253460,"Social Media, Outdoor"
1680,460111,"Social Media, Outdoor"
1681,473400,"Outdoor, Social Media, Online"
1682,166745,Print
1683,196925,"Online, Social Media"
1684,195862,"Print, Social Media"
1685,246340,"Radio, Online, Social Media"
1686,78418,"Outdoor, Online, Radio"
1687,413309,"Outdoor, TV, Print"
1688,108884,Outdoor
1689,452149,"Print, Outdoor, Radio"
1690,309462,Online
1691,266669,"Radio, Social Media"
1692,347355,"Radio, Print"
1693,469895,"TV, Radio, Online"
1694,183500,"Outdoor, Print, Online"
1695,171584,"Online, Social Media"
1696,216445,Outdoor
1697,269064,"Online, Print, Social Media"
1698,84067,"TV, Print, Online"
1699,355994,Online
1700,284403,Outdoor
1701,292963,"Radio, Outdoor, TV"
1702,162341,Print
1703,428270,"Radio, Social Media, TV"
1704,229127,"Radio, Print, Social Media"
1705,343518,"TV, Outdoor, Online"
1706,158027,"Online, Social Media, TV"
1707,417332,"TV, Outdoor, Radio"
1708,184872,Social Media
1709,464759,"Social Media, Online"
1710,254657,"Online, Social Media, Radio"
1711,115318,"TV, Print, Outdoor"
1712,325037,Online
1713,300485,"Online, Radio"
1714,239645,Social Media
1715,418870,"TV, Social Media"
1716,239580,"Outdoor, Online"
1717,111300,"Social Media, Online"
1718,62862,"Print, TV, Outdoor"
1719,451473,Social Media
1720,260016,Online
1721,303333,"Social Media, Outdoor, Online"
1722,101633,"Print, TV, Radio"
1723,270236,Print
1724,290014,TV
1725,259364,TV
1726,479354,"Print, Radio"
1727,307123,Social Media
1728,488474,Social Media
1729,119000,"Online, TV"
1730,461385,Online
1731,298815,"TV, Print, Social Media"
1732,183261,"Outdoor, Social Media, Print"
1733,385584,Online
1734,300318,"Print, Radio"
1735,309054,"Social Media, Radio, Print"
1736,127373,"Online, Outdoor"
1737,355973,Online
1738,182363,Print
1739,210094,"Radio, Print, TV"
1740,457959,TV
1741,130774,"Radio, Social Media, TV"
1742,448990,"TV, Online, Outdoor"
1743,275188,"Print, TV, Outdoor"
1744,130330,"TV, Online"
1745,415219,"Outdoor, Online"
1746,343624,Outdoor
1747,206069,"Radio, Social Media, Print"
1748,185327,Outdoor
1749,239424,Outdoor
1750,111296,"Radio, Social Media, Print"
1751,414162,Radio
1752,175395,"Online, Radio, Print"
1753,422090,"TV, Online, Print"
1754,379087,"Print, Outdoor, Social Media"
1755,473826,"Outdoor, Print, TV"
1756,94614,"Radio, Social Media, Outdoor"
1757,207132,Social Media
1758,330748,Online
1759,436360,Print
1760,120033,Print
1761,437629,Online
1762,80139,"Radio, Online"
1763,263461,"Social Media, TV"
1764,88000,"Online, Outdoor"
1765,117442,Print
1766,398714,"Online, Print"
1767,58384,"Social Media, Online"
1768,299914,"Social Media, Radio"
1769,94236,"TV, Print, Online"
1770,415068,Outdoor
1771,413675,Online
1772,366256,"Online, Outdoor"
1773,390172,"Social Media, TV"
1774,315850,Social Media
1775,268471,"Online, Print"
1776,234565,"TV, Outdoor, Radio"
1777,347593,"Social Media, Online, Outdoor"
1778,222260,"Radio, Print, Outdoor"
1779,51256,"Radio, TV, Social Media"
1780,95337,TV
1781,343317,Outdoor
1782,214215,"Print, TV"
1783,495298,"Print, Social Media"
1784,209264,"Social Media, Radio"
1785,98791,"Online, Social Media, Outdoor"
1786,197772,"Outdoor, TV"
1787,359082,Online
1788,287724,Outdoor
1789,324633,"Outdoor, Online"
1790,100057,Outdoor
1791,422142,"TV, Social Media, Print"
1792,456074,"Online, TV, Radio"
1793,115407,Print
1794,331762,"TV, Online"
1795,153394,Outdoor
1796,132023,"Outdoor, Social Media"
1797,142056,"TV, Outdoor, Social Media"
1798,284594,"TV, Radio"
1799,448655,Social Media
1800,418372,"Online, Print, TV"
1801,114523,TV
1802,279464,"Print, Online"
1803,117898,"Social Media, TV"
1804,247122,"Radio, TV"
1805,303137,"Outdoor, TV"
1806,415211,"Print, Social Media"
1807,437587,"Print, Outdoor, Social Media"
1808,62465,"TV, Radio"
1809,360147,TV
1810,234572,"Print, Social Media, TV"
1811,272729,Outdoor
1812,149829,Radio
1813,65421,"Social Media, Print"
1814,425926,"Social Media, Outdoor"
1815,153783,Online
1816,446134,"Print, Outdoor, Social Media"
1817,81366,Print
1818,233795,"TV, Print, Outdoor"
1819,384056,"Social Media, Outdoor, Radio"
1820,165536,"Outdoor, TV"
1821,485336,Print
1822,336873,Outdoor
1823,147827,"Radio, Social Media"
1824,407125,Print
1825,493056,TV
1826,162092,Online
1827,420127,"Radio, Outdoor"
1828,489769,"Outdoor, Radio, TV"
1829,149329,Outdoor
1830,155538,"Radio, Online, TV"
1831,372701,Online
1832,477797,"TV, Social Media"
1833,362874,"Radio, Outdoor, TV"
1834,277076,"Outdoor, Print, Social Media"
1835,97353,"Print, Outdoor"
1836,465969,"Online, Social Media, Print"
1837,81095,"Print, Social Media"
1838,145192,"Social Media, Online"
1839,252836,Radio
1840,275280,Outdoor
1841,74830,"Print, Social Media, Outdoor"
1842,87034,TV
1843,106306,"Outdoor, Social Media, Online"
1844,67863,TV
1845,489851,"Online, Radio"
1846,157077,Online
1847,445785,"Radio, Outdoor, Online"
1848,402951,"Social Media, Outdoor"
1849,367648,"Outdoor, Print"
1850,346062,Print
1851,274378,Print
1852,303723,Outdoor
1853,450796,"Print, Online, Radio"
1854,399886,Outdoor
1855,153872,"Social Media, TV"
1856,96904,"Radio, Online"
1857,182181,"Online, TV, Outdoor"
1858,109637,"Online, Outdoor, Radio"
1859,479508,"Radio, Social Media"
1860,222230,Outdoor
1861,127953,"TV, Online, Social Media"
1862,330066,"Outdoor, Radio"
1863,229204,"Online, Outdoor, TV"
1864,148083,"TV, Online, Print"
1865,75952,TV
1866,91611,"Print, Radio, Online"
1867,303493,"Radio, Print, Outdoor"
1868,387656,Print
1869,466603,Social Media
1870,313445,"Online, Outdoor"
1871,343721,"TV, Online"
1872,158894,"Radio, Social Media, Outdoor"
1873,173463,"Print, TV"
1874,237904,Radio
1875,440931,Social Media
1876,245907,"Radio, Social Media"
1877,157836,"Radio, Social Media"
1878,463774,"Radio, Print, Online"
1879,235146,"Social Media, Outdoor"
1880,85780,"Outdoor, Social Media, Print"
1881,295464,Social Media
1882,331896,TV
1883,479923,"Online, Print"
1884,412969,"Print, Radio"
1885,95501,"Radio, Outdoor, Print"
1886,280366,"Social Media, TV"
1887,245351,"TV, Outdoor"
1888,227050,"TV, Online, Radio"
1889,112916,Print
1890,218902,"Social Media, Online, Print"
1891,261540,Online
1892,148493,Online
1893,309135,"TV, Print, Outdoor"
